,subject,age,age_group,run,item_id,triplet_id,beta_path
20,temple056,18.46575342,adult,2,9,3,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-2_ev-009_MNI.nii.gz
21,temple056,18.46575342,adult,2,10,4,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-2_ev-010_MNI.nii.gz
22,temple056,18.46575342,adult,2,11,4,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-2_ev-011_MNI.nii.gz
23,temple056,18.46575342,adult,2,12,4,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-2_ev-012_MNI.nii.gz
24,temple056,18.46575342,adult,3,1,1,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-3_ev-001_MNI.nii.gz
25,temple056,18.46575342,adult,3,2,1,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-3_ev-002_MNI.nii.gz
26,temple056,18.46575342,adult,3,3,1,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-3_ev-003_MNI.nii.gz
27,temple056,18.46575342,adult,3,4,2,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-3_ev-004_MNI.nii.gz
28,temple056,18.46575342,adult,3,5,2,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-3_ev-005_MNI.nii.gz
29,temple056,18.46575342,adult,3,6,2,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-3_ev-006_MNI.nii.gz
30,temple056,18.46575342,adult,3,7,3,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-3_ev-007_MNI.nii.gz
31,temple056,18.46575342,adult,3,8,3,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-3_ev-008_MNI.nii.gz
32,temple056,18.46575342,adult,3,9,3,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-3_ev-009_MNI.nii.gz
33,temple056,18.46575342,adult,3,10,4,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-3_ev-010_MNI.nii.gz
34,temple056,18.46575342,adult,3,11,4,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-3_ev-011_MNI.nii.gz
35,temple056,18.46575342,adult,3,12,4,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-3_ev-012_MNI.nii.gz
36,temple056,18.46575342,adult,4,1,1,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-4_ev-001_MNI.nii.gz
37,temple056,18.46575342,adult,4,2,1,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-4_ev-002_MNI.nii.gz
38,temple056,18.46575342,adult,4,3,1,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-4_ev-003_MNI.nii.gz
39,temple056,18.46575342,adult,4,4,2,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-4_ev-004_MNI.nii.gz
40,temple056,18.46575342,adult,4,5,2,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-4_ev-005_MNI.nii.gz
41,temple056,18.46575342,adult,4,6,2,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-4_ev-006_MNI.nii.gz
42,temple056,18.46575342,adult,4,7,3,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-4_ev-007_MNI.nii.gz
43,temple056,18.46575342,adult,4,8,3,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-4_ev-008_MNI.nii.gz
44,temple056,18.46575342,adult,4,9,3,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-4_ev-009_MNI.nii.gz
45,temple056,18.46575342,adult,4,10,4,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-4_ev-010_MNI.nii.gz
46,temple056,18.46575342,adult,4,11,4,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-4_ev-011_MNI.nii.gz
47,temple056,18.46575342,adult,4,12,4,/scratch/09123/ofriend/movie_scan/sub-temple056/betaseries/betaOUT_collector_run-4_ev-012_MNI.nii.gz
48,temple057,20.61369863,adult,1,1,1,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-1_ev-001_MNI.nii.gz
49,temple057,20.61369863,adult,1,2,1,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-1_ev-002_MNI.nii.gz
50,temple057,20.61369863,adult,1,3,1,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-1_ev-003_MNI.nii.gz
51,temple057,20.61369863,adult,1,4,2,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-1_ev-004_MNI.nii.gz
52,temple057,20.61369863,adult,1,5,2,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-1_ev-005_MNI.nii.gz
53,temple057,20.61369863,adult,1,6,2,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-1_ev-006_MNI.nii.gz
54,temple057,20.61369863,adult,1,7,3,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-1_ev-007_MNI.nii.gz
55,temple057,20.61369863,adult,1,8,3,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-1_ev-008_MNI.nii.gz
56,temple057,20.61369863,adult,1,9,3,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-1_ev-009_MNI.nii.gz
57,temple057,20.61369863,adult,1,10,4,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-1_ev-010_MNI.nii.gz
58,temple057,20.61369863,adult,1,11,4,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-1_ev-011_MNI.nii.gz
59,temple057,20.61369863,adult,1,12,4,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-1_ev-012_MNI.nii.gz
60,temple057,20.61369863,adult,2,1,1,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-2_ev-001_MNI.nii.gz
61,temple057,20.61369863,adult,2,2,1,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-2_ev-002_MNI.nii.gz
62,temple057,20.61369863,adult,2,3,1,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-2_ev-003_MNI.nii.gz
63,temple057,20.61369863,adult,2,4,2,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-2_ev-004_MNI.nii.gz
64,temple057,20.61369863,adult,2,5,2,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-2_ev-005_MNI.nii.gz
65,temple057,20.61369863,adult,2,6,2,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-2_ev-006_MNI.nii.gz
66,temple057,20.61369863,adult,2,7,3,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-2_ev-007_MNI.nii.gz
67,temple057,20.61369863,adult,2,8,3,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-2_ev-008_MNI.nii.gz
68,temple057,20.61369863,adult,2,9,3,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-2_ev-009_MNI.nii.gz
69,temple057,20.61369863,adult,2,10,4,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-2_ev-010_MNI.nii.gz
70,temple057,20.61369863,adult,2,11,4,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-2_ev-011_MNI.nii.gz
71,temple057,20.61369863,adult,2,12,4,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-2_ev-012_MNI.nii.gz
72,temple057,20.61369863,adult,3,1,1,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-3_ev-001_MNI.nii.gz
73,temple057,20.61369863,adult,3,2,1,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-3_ev-002_MNI.nii.gz
74,temple057,20.61369863,adult,3,3,1,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-3_ev-003_MNI.nii.gz
75,temple057,20.61369863,adult,3,4,2,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-3_ev-004_MNI.nii.gz
76,temple057,20.61369863,adult,3,5,2,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-3_ev-005_MNI.nii.gz
77,temple057,20.61369863,adult,3,6,2,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-3_ev-006_MNI.nii.gz
78,temple057,20.61369863,adult,3,7,3,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-3_ev-007_MNI.nii.gz
79,temple057,20.61369863,adult,3,8,3,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-3_ev-008_MNI.nii.gz
80,temple057,20.61369863,adult,3,9,3,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-3_ev-009_MNI.nii.gz
81,temple057,20.61369863,adult,3,10,4,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-3_ev-010_MNI.nii.gz
82,temple057,20.61369863,adult,3,11,4,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-3_ev-011_MNI.nii.gz
83,temple057,20.61369863,adult,3,12,4,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-3_ev-012_MNI.nii.gz
84,temple057,20.61369863,adult,4,1,1,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-4_ev-001_MNI.nii.gz
85,temple057,20.61369863,adult,4,2,1,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-4_ev-002_MNI.nii.gz
86,temple057,20.61369863,adult,4,3,1,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-4_ev-003_MNI.nii.gz
87,temple057,20.61369863,adult,4,4,2,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-4_ev-004_MNI.nii.gz
88,temple057,20.61369863,adult,4,5,2,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-4_ev-005_MNI.nii.gz
89,temple057,20.61369863,adult,4,6,2,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-4_ev-006_MNI.nii.gz
90,temple057,20.61369863,adult,4,7,3,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-4_ev-007_MNI.nii.gz
91,temple057,20.61369863,adult,4,8,3,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-4_ev-008_MNI.nii.gz
92,temple057,20.61369863,adult,4,9,3,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-4_ev-009_MNI.nii.gz
93,temple057,20.61369863,adult,4,10,4,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-4_ev-010_MNI.nii.gz
94,temple057,20.61369863,adult,4,11,4,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-4_ev-011_MNI.nii.gz
95,temple057,20.61369863,adult,4,12,4,/scratch/09123/ofriend/movie_scan/sub-temple057/betaseries/betaOUT_collector_run-4_ev-012_MNI.nii.gz
96,temple058,21.49041096,adult,1,1,1,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-1_ev-001_MNI.nii.gz
97,temple058,21.49041096,adult,1,2,1,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-1_ev-002_MNI.nii.gz
98,temple058,21.49041096,adult,1,3,1,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-1_ev-003_MNI.nii.gz
99,temple058,21.49041096,adult,1,4,2,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-1_ev-004_MNI.nii.gz
100,temple058,21.49041096,adult,1,5,2,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-1_ev-005_MNI.nii.gz
101,temple058,21.49041096,adult,1,6,2,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-1_ev-006_MNI.nii.gz
102,temple058,21.49041096,adult,1,7,3,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-1_ev-007_MNI.nii.gz
103,temple058,21.49041096,adult,1,8,3,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-1_ev-008_MNI.nii.gz
104,temple058,21.49041096,adult,1,9,3,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-1_ev-009_MNI.nii.gz
105,temple058,21.49041096,adult,1,10,4,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-1_ev-010_MNI.nii.gz
106,temple058,21.49041096,adult,1,11,4,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-1_ev-011_MNI.nii.gz
107,temple058,21.49041096,adult,1,12,4,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-1_ev-012_MNI.nii.gz
108,temple058,21.49041096,adult,2,1,1,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-2_ev-001_MNI.nii.gz
109,temple058,21.49041096,adult,2,2,1,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-2_ev-002_MNI.nii.gz
110,temple058,21.49041096,adult,2,3,1,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-2_ev-003_MNI.nii.gz
111,temple058,21.49041096,adult,2,4,2,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-2_ev-004_MNI.nii.gz
112,temple058,21.49041096,adult,2,5,2,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-2_ev-005_MNI.nii.gz
113,temple058,21.49041096,adult,2,6,2,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-2_ev-006_MNI.nii.gz
114,temple058,21.49041096,adult,2,7,3,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-2_ev-007_MNI.nii.gz
115,temple058,21.49041096,adult,2,8,3,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-2_ev-008_MNI.nii.gz
116,temple058,21.49041096,adult,2,9,3,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-2_ev-009_MNI.nii.gz
117,temple058,21.49041096,adult,2,10,4,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-2_ev-010_MNI.nii.gz
118,temple058,21.49041096,adult,2,11,4,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-2_ev-011_MNI.nii.gz
119,temple058,21.49041096,adult,2,12,4,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-2_ev-012_MNI.nii.gz
120,temple058,21.49041096,adult,3,1,1,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-3_ev-001_MNI.nii.gz
121,temple058,21.49041096,adult,3,2,1,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-3_ev-002_MNI.nii.gz
122,temple058,21.49041096,adult,3,3,1,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-3_ev-003_MNI.nii.gz
123,temple058,21.49041096,adult,3,4,2,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-3_ev-004_MNI.nii.gz
124,temple058,21.49041096,adult,3,5,2,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-3_ev-005_MNI.nii.gz
125,temple058,21.49041096,adult,3,6,2,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-3_ev-006_MNI.nii.gz
126,temple058,21.49041096,adult,3,7,3,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-3_ev-007_MNI.nii.gz
127,temple058,21.49041096,adult,3,8,3,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-3_ev-008_MNI.nii.gz
128,temple058,21.49041096,adult,3,9,3,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-3_ev-009_MNI.nii.gz
129,temple058,21.49041096,adult,3,10,4,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-3_ev-010_MNI.nii.gz
130,temple058,21.49041096,adult,3,11,4,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-3_ev-011_MNI.nii.gz
131,temple058,21.49041096,adult,3,12,4,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-3_ev-012_MNI.nii.gz
132,temple058,21.49041096,adult,4,1,1,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-4_ev-001_MNI.nii.gz
133,temple058,21.49041096,adult,4,2,1,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-4_ev-002_MNI.nii.gz
134,temple058,21.49041096,adult,4,3,1,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-4_ev-003_MNI.nii.gz
135,temple058,21.49041096,adult,4,4,2,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-4_ev-004_MNI.nii.gz
136,temple058,21.49041096,adult,4,5,2,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-4_ev-005_MNI.nii.gz
137,temple058,21.49041096,adult,4,6,2,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-4_ev-006_MNI.nii.gz
138,temple058,21.49041096,adult,4,7,3,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-4_ev-007_MNI.nii.gz
139,temple058,21.49041096,adult,4,8,3,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-4_ev-008_MNI.nii.gz
140,temple058,21.49041096,adult,4,9,3,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-4_ev-009_MNI.nii.gz
141,temple058,21.49041096,adult,4,10,4,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-4_ev-010_MNI.nii.gz
142,temple058,21.49041096,adult,4,11,4,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-4_ev-011_MNI.nii.gz
143,temple058,21.49041096,adult,4,12,4,/scratch/09123/ofriend/movie_scan/sub-temple058/betaseries/betaOUT_collector_run-4_ev-012_MNI.nii.gz
144,temple059,20.25753425,adult,1,1,1,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-1_ev-001_MNI.nii.gz
145,temple059,20.25753425,adult,1,2,1,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-1_ev-002_MNI.nii.gz
146,temple059,20.25753425,adult,1,3,1,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-1_ev-003_MNI.nii.gz
147,temple059,20.25753425,adult,1,4,2,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-1_ev-004_MNI.nii.gz
148,temple059,20.25753425,adult,1,5,2,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-1_ev-005_MNI.nii.gz
149,temple059,20.25753425,adult,1,6,2,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-1_ev-006_MNI.nii.gz
150,temple059,20.25753425,adult,1,7,3,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-1_ev-007_MNI.nii.gz
151,temple059,20.25753425,adult,1,8,3,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-1_ev-008_MNI.nii.gz
152,temple059,20.25753425,adult,1,9,3,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-1_ev-009_MNI.nii.gz
153,temple059,20.25753425,adult,1,10,4,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-1_ev-010_MNI.nii.gz
154,temple059,20.25753425,adult,1,11,4,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-1_ev-011_MNI.nii.gz
155,temple059,20.25753425,adult,1,12,4,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-1_ev-012_MNI.nii.gz
156,temple059,20.25753425,adult,2,1,1,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-2_ev-001_MNI.nii.gz
157,temple059,20.25753425,adult,2,2,1,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-2_ev-002_MNI.nii.gz
158,temple059,20.25753425,adult,2,3,1,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-2_ev-003_MNI.nii.gz
159,temple059,20.25753425,adult,2,4,2,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-2_ev-004_MNI.nii.gz
160,temple059,20.25753425,adult,2,5,2,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-2_ev-005_MNI.nii.gz
161,temple059,20.25753425,adult,2,6,2,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-2_ev-006_MNI.nii.gz
162,temple059,20.25753425,adult,2,7,3,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-2_ev-007_MNI.nii.gz
163,temple059,20.25753425,adult,2,8,3,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-2_ev-008_MNI.nii.gz
164,temple059,20.25753425,adult,2,9,3,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-2_ev-009_MNI.nii.gz
165,temple059,20.25753425,adult,2,10,4,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-2_ev-010_MNI.nii.gz
166,temple059,20.25753425,adult,2,11,4,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-2_ev-011_MNI.nii.gz
167,temple059,20.25753425,adult,2,12,4,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-2_ev-012_MNI.nii.gz
168,temple059,20.25753425,adult,3,1,1,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-3_ev-001_MNI.nii.gz
169,temple059,20.25753425,adult,3,2,1,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-3_ev-002_MNI.nii.gz
170,temple059,20.25753425,adult,3,3,1,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-3_ev-003_MNI.nii.gz
171,temple059,20.25753425,adult,3,4,2,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-3_ev-004_MNI.nii.gz
172,temple059,20.25753425,adult,3,5,2,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-3_ev-005_MNI.nii.gz
173,temple059,20.25753425,adult,3,6,2,/scratch/09123/ofriend/movie_scan/sub-temple059/betaseries/betaOUT_collector_run-3_ev-006_MNI.nii.gz
